date,outlet,product_identifier,category_of_product,state,department_identifier,sell_price,sales
2025-03-21,OUTLET_2,PROD_014,Clothing,State_B,DEPT_01,127.0,33
2025-03-21,OUTLET_2,PROD_015,Electronics,State_B,DEPT_01,132.5,7
2025-03-21,OUTLET_2,PROD_016,Home,State_B,DEPT_01,138.0,20
2025-03-21,OUTLET_2,PROD_017,Clothing,State_B,DEPT_01,143.5,25
2025-03-21,OUTLET_2,PROD_018,Electronics,State_B,DEPT_01,149.0,28
2025-03-21,OUTLET_2,PROD_019,Home,State_B,DEPT_01,154.5,37
2025-03-22,OUTLET_1,PROD_000,Electronics,State_A,DEPT_01,50.0,18
2025-03-22,OUTLET_1,PROD_001,Home,State_A,DEPT_01,55.5,25
2025-03-22,OUTLET_1,PROD_002,Clothing,State_A,DEPT_01,61.0,21
2025-03-22,OUTLET_1,PROD_003,Electronics,State_A,DEPT_01,66.5,31
2025-03-22,OUTLET_1,PROD_004,Home,State_A,DEPT_01,72.0,35
2025-03-22,OUTLET_1,PROD_005,Clothing,State_A,DEPT_01,77.5,14
2025-03-22,OUTLET_1,PROD_006,Electronics,State_A,DEPT_01,83.0,16
2025-03-22,OUTLET_1,PROD_007,Home,State_A,DEPT_01,88.5,24
2025-03-22,OUTLET_1,PROD_008,Clothing,State_A,DEPT_01,94.0,23
2025-03-22,OUTLET_1,PROD_009,Electronics,State_A,DEPT_01,99.5,34
2025-03-22,OUTLET_1,PROD_010,Home,State_A,DEPT_01,105.0,9
2025-03-22,OUTLET_1,PROD_011,Clothing,State_A,DEPT_01,110.5,18
2025-03-22,OUTLET_1,PROD_012,Electronics,State_A,DEPT_01,116.0,27
2025-03-22,OUTLET_1,PROD_013,Home,State_A,DEPT_01,121.5,27
2025-03-22,OUTLET_1,PROD_014,Clothing,State_A,DEPT_01,127.0,29
2025-03-22,OUTLET_1,PROD_015,Electronics,State_A,DEPT_01,132.5,15
2025-03-22,OUTLET_1,PROD_016,Home,State_A,DEPT_01,138.0,17
2025-03-22,OUTLET_1,PROD_017,Clothing,State_A,DEPT_01,143.5,30
2025-03-22,OUTLET_1,PROD_018,Electronics,State_A,DEPT_01,149.0,25
2025-03-22,OUTLET_1,PROD_019,Home,State_A,DEPT_01,154.5,43
2025-03-22,OUTLET_2,PROD_000,Electronics,State_B,DEPT_01,50.0,13
2025-03-22,OUTLET_2,PROD_001,Home,State_B,DEPT_01,55.5,18
2025-03-22,OUTLET_2,PROD_002,Clothing,State_B,DEPT_01,61.0,20
2025-03-22,OUTLET_2,PROD_003,Electronics,State_B,DEPT_01,66.5,31
2025-03-22,OUTLET_2,PROD_004,Home,State_B,DEPT_01,72.0,28
2025-03-22,OUTLET_2,PROD_005,Clothing,State_B,DEPT_01,77.5,15
2025-03-22,OUTLET_2,PROD_006,Electronics,State_B,DEPT_01,83.0,22
2025-03-22,OUTLET_2,PROD_007,Home,State_B,DEPT_01,88.5,21
2025-03-22,OUTLET_2,PROD_008,Clothing,State_B,DEPT_01,94.0,34
2025-03-22,OUTLET_2,PROD_009,Electronics,State_B,DEPT_01,99.5,32
2025-03-22,OUTLET_2,PROD_010,Home,State_B,DEPT_01,105.0,13
2025-03-22,OUTLET_2,PROD_011,Clothing,State_B,DEPT_01,110.5,14
2025-03-22,OUTLET_2,PROD_012,Electronics,State_B,DEPT_01,116.0,24
2025-03-22,OUTLET_2,PROD_013,Home,State_B,DEPT_01,121.5,31
2025-03-22,OUTLET_2,PROD_014,Clothing,State_B,DEPT_01,127.0,31
2025-03-22,OUTLET_2,PROD_015,Electronics,State_B,DEPT_01,132.5,47
2025-03-22,OUTLET_2,PROD_016,Home,State_B,DEPT_01,138.0,22
2025-03-22,OUTLET_2,PROD_017,Clothing,State_B,DEPT_01,143.5,28
2025-03-22,OUTLET_2,PROD_018,Electronics,State_B,DEPT_01,149.0,26
2025-03-22,OUTLET_2,PROD_019,Home,State_B,DEPT_01,154.5,39
2025-03-23,OUTLET_1,PROD_000,Electronics,State_A,DEPT_01,50.0,15
2025-03-23,OUTLET_1,PROD_001,Home,State_A,DEPT_01,55.5,19
2025-03-23,OUTLET_1,PROD_002,Clothing,State_A,DEPT_01,61.0,25
2025-03-23,OUTLET_1,PROD_003,Electronics,State_A,DEPT_01,66.5,35
2025-03-23,OUTLET_1,PROD_004,Home,State_A,DEPT_01,72.0,31
2025-03-23,OUTLET_1,PROD_005,Clothing,State_A,DEPT_01,77.5,12
2025-03-23,OUTLET_1,PROD_006,Electronics,State_A,DEPT_01,83.0,22
2025-03-23,OUTLET_1,PROD_007,Home,State_A,DEPT_01,88.5,21
2025-03-23,OUTLET_1,PROD_008,Clothing,State_A,DEPT_01,94.0,31
2025-03-23,OUTLET_1,PROD_009,Electronics,State_A,DEPT_01,99.5,36
2025-03-23,OUTLET_1,PROD_010,Home,State_A,DEPT_01,105.0,16
2025-03-23,OUTLET_1,PROD_011,Clothing,State_A,DEPT_01,110.5,19
2025-03-23,OUTLET_1,PROD_012,Electronics,State_A,DEPT_01,116.0,23
2025-03-23,OUTLET_1,PROD_013,Home,State_A,DEPT_01,121.5,30
2025-03-23,OUTLET_1,PROD_014,Clothing,State_A,DEPT_01,127.0,39
2025-03-23,OUTLET_1,PROD_015,Electronics,State_A,DEPT_01,132.5,16
2025-03-23,OUTLET_1,PROD_016,Home,State_A,DEPT_01,138.0,22
2025-03-23,OUTLET_1,PROD_017,Clothing,State_A,DEPT_01,143.5,20
2025-03-23,OUTLET_1,PROD_018,Electronics,State_A,DEPT_01,149.0,37
2025-03-23,OUTLET_1,PROD_019,Home,State_A,DEPT_01,154.5,35
2025-03-23,OUTLET_2,PROD_000,Electronics,State_B,DEPT_01,50.0,13
2025-03-23,OUTLET_2,PROD_001,Home,State_B,DEPT_01,55.5,19
2025-03-23,OUTLET_2,PROD_002,Clothing,State_B,DEPT_01,61.0,25
2025-03-23,OUTLET_2,PROD_003,Electronics,State_B,DEPT_01,66.5,23
2025-03-23,OUTLET_2,PROD_004,Home,State_B,DEPT_01,72.0,33
2025-03-23,OUTLET_2,PROD_005,Clothing,State_B,DEPT_01,77.5,17
2025-03-23,OUTLET_2,PROD_006,Electronics,State_B,DEPT_01,83.0,16
2025-03-23,OUTLET_2,PROD_007,Home,State_B,DEPT_01,88.5,31
2025-03-23,OUTLET_2,PROD_008,Clothing,State_B,DEPT_01,94.0,30
2025-03-23,OUTLET_2,PROD_009,Electronics,State_B,DEPT_01,99.5,31
2025-03-23,OUTLET_2,PROD_010,Home,State_B,DEPT_01,105.0,12
2025-03-23,OUTLET_2,PROD_011,Clothing,State_B,DEPT_01,110.5,22
2025-03-23,OUTLET_2,PROD_012,Electronics,State_B,DEPT_01,116.0,26
2025-03-23,OUTLET_2,PROD_013,Home,State_B,DEPT_01,121.5,30
2025-03-23,OUTLET_2,PROD_014,Clothing,State_B,DEPT_01,127.0,35
2025-03-23,OUTLET_2,PROD_015,Electronics,State_B,DEPT_01,132.5,15
2025-03-23,OUTLET_2,PROD_016,Home,State_B,DEPT_01,138.0,21
2025-03-23,OUTLET_2,PROD_017,Clothing,State_B,DEPT_01,143.5,26
2025-03-23,OUTLET_2,PROD_018,Electronics,State_B,DEPT_01,149.0,30
2025-03-23,OUTLET_2,PROD_019,Home,State_B,DEPT_01,154.5,34
2025-03-24,OUTLET_1,PROD_000,Electronics,State_A,DEPT_01,50.0,12
2025-03-24,OUTLET_1,PROD_001,Home,State_A,DEPT_01,55.5,58
2025-03-24,OUTLET_1,PROD_002,Clothing,State_A,DEPT_01,61.0,22
2025-03-24,OUTLET_1,PROD_003,Electronics,State_A,DEPT_01,66.5,27
2025-03-24,OUTLET_1,PROD_004,Home,State_A,DEPT_01,72.0,34
2025-03-24,OUTLET_1,PROD_005,Clothing,State_A,DEPT_01,77.5,17
2025-03-24,OUTLET_1,PROD_006,Electronics,State_A,DEPT_01,83.0,21
2025-03-24,OUTLET_1,PROD_007,Home,State_A,DEPT_01,88.5,27
2025-03-24,OUTLET_1,PROD_008,Clothing,State_A,DEPT_01,94.0,30
2025-03-24,OUTLET_1,PROD_009,Electronics,State_A,DEPT_01,99.5,38
2025-03-24,OUTLET_1,PROD_010,Home,State_A,DEPT_01,105.0,14
2025-03-24,OUTLET_1,PROD_011,Clothing,State_A,DEPT_01,110.5,23
2025-03-24,OUTLET_1,PROD_012,Electronics,State_A,DEPT_01,116.0,24
2025-03-24,OUTLET_1,PROD_013,Home,State_A,DEPT_01,121.5,21
2025-03-24,OUTLET_1,PROD_014,Clothing,State_A,DEPT_01,127.0,36
2025-03-24,OUTLET_1,PROD_015,Electronics,State_A,DEPT_01,132.5,14
2025-03-24,OUTLET_1,PROD_016,Home,State_A,DEPT_01,138.0,19
2025-03-24,OUTLET_1,PROD_017,Clothing,State_A,DEPT_01,143.5,22
2025-03-24,OUTLET_1,PROD_018,Electronics,State_A,DEPT_01,149.0,31
2025-03-24,OUTLET_1,PROD_019,Home,State_A,DEPT_01,154.5,31
2025-03-24,OUTLET_2,PROD_000,Electronics,State_B,DEPT_01,50.0,16
2025-03-24,OUTLET_2,PROD_001,Home,State_B,DEPT_01,55.5,20
2025-03-24,OUTLET_2,PROD_002,Clothing,State_B,DEPT_01,61.0,26
2025-03-24,OUTLET_2,PROD_003,Electronics,State_B,DEPT_01,66.5,72
2025-03-24,OUTLET_2,PROD_004,Home,State_B,DEPT_01,72.0,28
2025-03-24,OUTLET_2,PROD_005,Clothing,State_B,DEPT_01,77.5,14
2025-03-24,OUTLET_2,PROD_006,Electronics,State_B,DEPT_01,83.0,17
2025-03-24,OUTLET_2,PROD_007,Home,State_B,DEPT_01,88.5,28
2025-03-24,OUTLET_2,PROD_008,Clothing,State_B,DEPT_01,94.0,32
2025-03-24,OUTLET_2,PROD_009,Electronics,State_B,DEPT_01,99.5,37
2025-03-24,OUTLET_2,PROD_010,Home,State_B,DEPT_01,105.0,10
2025-03-24,OUTLET_2,PROD_011,Clothing,State_B,DEPT_01,110.5,18
2025-03-24,OUTLET_2,PROD_012,Electronics,State_B,DEPT_01,116.0,24
2025-03-24,OUTLET_2,PROD_013,Home,State_B,DEPT_01,121.5,26
2025-03-24,OUTLET_2,PROD_014,Clothing,State_B,DEPT_01,127.0,36
2025-03-24,OUTLET_2,PROD_015,Electronics,State_B,DEPT_01,132.5,13
2025-03-24,OUTLET_2,PROD_016,Home,State_B,DEPT_01,138.0,20
2025-03-24,OUTLET_2,PROD_017,Clothing,State_B,DEPT_01,143.5,26
2025-03-24,OUTLET_2,PROD_018,Electronics,State_B,DEPT_01,149.0,29
2025-03-24,OUTLET_2,PROD_019,Home,State_B,DEPT_01,154.5,36
2025-03-25,OUTLET_1,PROD_000,Electronics,State_A,DEPT_01,50.0,12
2025-03-25,OUTLET_1,PROD_001,Home,State_A,DEPT_01,55.5,20
2025-03-25,OUTLET_1,PROD_002,Clothing,State_A,DEPT_01,61.0,25
2025-03-25,OUTLET_1,PROD_003,Electronics,State_A,DEPT_01,66.5,33
2025-03-25,OUTLET_1,PROD_004,Home,State_A,DEPT_01,72.0,30
2025-03-25,OUTLET_1,PROD_005,Clothing,State_A,DEPT_01,77.5,15
2025-03-25,OUTLET_1,PROD_006,Electronics,State_A,DEPT_01,83.0,20
2025-03-25,OUTLET_1,PROD_007,Home,State_A,DEPT_01,88.5,24
2025-03-25,OUTLET_1,PROD_008,Clothing,State_A,DEPT_01,94.0,25
2025-03-25,OUTLET_1,PROD_009,Electronics,State_A,DEPT_01,99.5,31
2025-03-25,OUTLET_1,PROD_010,Home,State_A,DEPT_01,105.0,13
2025-03-25,OUTLET_1,PROD_011,Clothing,State_A,DEPT_01,110.5,20
2025-03-25,OUTLET_1,PROD_012,Electronics,State_A,DEPT_01,116.0,21
2025-03-25,OUTLET_1,PROD_013,Home,State_A,DEPT_01,121.5,33
2025-03-25,OUTLET_1,PROD_014,Clothing,State_A,DEPT_01,127.0,34
2025-03-25,OUTLET_1,PROD_015,Electronics,State_A,DEPT_01,132.5,17
2025-03-25,OUTLET_1,PROD_016,Home,State_A,DEPT_01,138.0,24
2025-03-25,OUTLET_1,PROD_017,Clothing,State_A,DEPT_01,143.5,22
2025-03-25,OUTLET_1,PROD_018,Electronics,State_A,DEPT_01,149.0,22
2025-03-25,OUTLET_1,PROD_019,Home,State_A,DEPT_01,154.5,34
2025-03-25,OUTLET_2,PROD_000,Electronics,State_B,DEPT_01,50.0,11
2025-03-25,OUTLET_2,PROD_001,Home,State_B,DEPT_01,55.5,26
2025-03-25,OUTLET_2,PROD_002,Clothing,State_B,DEPT_01,61.0,25
2025-03-25,OUTLET_2,PROD_003,Electronics,State_B,DEPT_01,66.5,30
2025-03-25,OUTLET_2,PROD_004,Home,State_B,DEPT_01,72.0,32
2025-03-25,OUTLET_2,PROD_005,Clothing,State_B,DEPT_01,77.5,18
2025-03-25,OUTLET_2,PROD_006,Electronics,State_B,DEPT_01,83.0,21
2025-03-25,OUTLET_2,PROD_007,Home,State_B,DEPT_01,88.5,24
2025-03-25,OUTLET_2,PROD_008,Clothing,State_B,DEPT_01,94.0,31
2025-03-25,OUTLET_2,PROD_009,Electronics,State_B,DEPT_01,99.5,35
2025-03-25,OUTLET_2,PROD_010,Home,State_B,DEPT_01,105.0,16
2025-03-25,OUTLET_2,PROD_011,Clothing,State_B,DEPT_01,110.5,18
2025-03-25,OUTLET_2,PROD_012,Electronics,State_B,DEPT_01,116.0,25
2025-03-25,OUTLET_2,PROD_013,Home,State_B,DEPT_01,121.5,28
2025-03-25,OUTLET_2,PROD_014,Clothing,State_B,DEPT_01,127.0,33
2025-03-25,OUTLET_2,PROD_015,Electronics,State_B,DEPT_01,132.5,15
2025-03-25,OUTLET_2,PROD_016,Home,State_B,DEPT_01,138.0,16
2025-03-25,OUTLET_2,PROD_017,Clothing,State_B,DEPT_01,143.5,29
2025-03-25,OUTLET_2,PROD_018,Electronics,State_B,DEPT_01,149.0,30
2025-03-25,OUTLET_2,PROD_019,Home,State_B,DEPT_01,154.5,32
2025-03-26,OUTLET_1,PROD_000,Electronics,State_A,DEPT_01,50.0,17
2025-03-26,OUTLET_1,PROD_001,Home,State_A,DEPT_01,55.5,20
2025-03-26,OUTLET_1,PROD_002,Clothing,State_A,DEPT_01,61.0,21
2025-03-26,OUTLET_1,PROD_003,Electronics,State_A,DEPT_01,66.5,28
2025-03-26,OUTLET_1,PROD_004,Home,State_A,DEPT_01,72.0,34
2025-03-26,OUTLET_1,PROD_005,Clothing,State_A,DEPT_01,77.5,11
2025-03-26,OUTLET_1,PROD_006,Electronics,State_A,DEPT_01,83.0,23
2025-03-26,OUTLET_1,PROD_007,Home,State_A,DEPT_01,88.5,25
2025-03-26,OUTLET_1,PROD_008,Clothing,State_A,DEPT_01,94.0,30
2025-03-26,OUTLET_1,PROD_009,Electronics,State_A,DEPT_01,99.5,33
2025-03-26,OUTLET_1,PROD_010,Home,State_A,DEPT_01,105.0,17
2025-03-26,OUTLET_1,PROD_011,Clothing,State_A,DEPT_01,110.5,21
2025-03-26,OUTLET_1,PROD_012,Electronics,State_A,DEPT_01,116.0,24
2025-03-26,OUTLET_1,PROD_013,Home,State_A,DEPT_01,121.5,30
2025-03-26,OUTLET_1,PROD_014,Clothing,State_A,DEPT_01,127.0,39
2025-03-26,OUTLET_1,PROD_015,Electronics,State_A,DEPT_01,132.5,13
2025-03-26,OUTLET_1,PROD_016,Home,State_A,DEPT_01,138.0,22
2025-03-26,OUTLET_1,PROD_017,Clothing,State_A,DEPT_01,143.5,25
2025-03-26,OUTLET_1,PROD_018,Electronics,State_A,DEPT_01,149.0,30
2025-03-26,OUTLET_1,PROD_019,Home,State_A,DEPT_01,154.5,34
2025-03-26,OUTLET_2,PROD_000,Electronics,State_B,DEPT_01,50.0,19
2025-03-26,OUTLET_2,PROD_001,Home,State_B,DEPT_01,55.5,21
2025-03-26,OUTLET_2,PROD_002,Clothing,State_B,DEPT_01,61.0,26
2025-03-26,OUTLET_2,PROD_003,Electronics,State_B,DEPT_01,66.5,26
2025-03-26,OUTLET_2,PROD_004,Home,State_B,DEPT_01,72.0,33
2025-03-26,OUTLET_2,PROD_005,Clothing,State_B,DEPT_01,77.5,16
2025-03-26,OUTLET_2,PROD_006,Electronics,State_B,DEPT_01,83.0,19
2025-03-26,OUTLET_2,PROD_007,Home,State_B,DEPT_01,88.5,21
2025-03-26,OUTLET_2,PROD_008,Clothing,State_B,DEPT_01,94.0,32
2025-03-26,OUTLET_2,PROD_009,Electronics,State_B,DEPT_01,99.5,31
2025-03-26,OUTLET_2,PROD_010,Home,State_B,DEPT_01,105.0,20
2025-03-26,OUTLET_2,PROD_011,Clothing,State_B,DEPT_01,110.5,21
2025-03-26,OUTLET_2,PROD_012,Electronics,State_B,DEPT_01,116.0,24
2025-03-26,OUTLET_2,PROD_013,Home,State_B,DEPT_01,121.5,29
2025-03-26,OUTLET_2,PROD_014,Clothing,State_B,DEPT_01,127.0,32
2025-03-26,OUTLET_2,PROD_015,Electronics,State_B,DEPT_01,132.5,9
2025-03-26,OUTLET_2,PROD_016,Home,State_B,DEPT_01,138.0,17
2025-03-26,OUTLET_2,PROD_017,Clothing,State_B,DEPT_01,143.5,26
2025-03-26,OUTLET_2,PROD_018,Electronics,State_B,DEPT_01,149.0,26
2025-03-26,OUTLET_2,PROD_019,Home,State_B,DEPT_01,154.5,33
2025-03-27,OUTLET_1,PROD_000,Electronics,State_A,DEPT_01,50.0,20
2025-03-27,OUTLET_1,PROD_001,Home,State_A,DEPT_01,55.5,18
2025-03-27,OUTLET_1,PROD_002,Clothing,State_A,DEPT_01,61.0,20
2025-03-27,OUTLET_1,PROD_003,Electronics,State_A,DEPT_01,66.5,26
2025-03-27,OUTLET_1,PROD_004,Home,State_A,DEPT_01,72.0,40
2025-03-27,OUTLET_1,PROD_005,Clothing,State_A,DEPT_01,77.5,15
2025-03-27,OUTLET_1,PROD_006,Electronics,State_A,DEPT_01,83.0,17
2025-03-27,OUTLET_1,PROD_007,Home,State_A,DEPT_01,88.5,63
2025-03-27,OUTLET_1,PROD_008,Clothing,State_A,DEPT_01,94.0,26
2025-03-27,OUTLET_1,PROD_009,Electronics,State_A,DEPT_01,99.5,36
2025-03-27,OUTLET_1,PROD_010,Home,State_A,DEPT_01,105.0,12
2025-03-27,OUTLET_1,PROD_011,Clothing,State_A,DEPT_01,110.5,21
2025-03-27,OUTLET_1,PROD_012,Electronics,State_A,DEPT_01,116.0,20
2025-03-27,OUTLET_1,PROD_013,Home,State_A,DEPT_01,121.5,28
2025-03-27,OUTLET_1,PROD_014,Clothing,State_A,DEPT_01,127.0,36
2025-03-27,OUTLET_1,PROD_015,Electronics,State_A,DEPT_01,132.5,11
2025-03-27,OUTLET_1,PROD_016,Home,State_A,DEPT_01,138.0,22
2025-03-27,OUTLET_1,PROD_017,Clothing,State_A,DEPT_01,143.5,28
2025-03-27,OUTLET_1,PROD_018,Electronics,State_A,DEPT_01,149.0,27
2025-03-27,OUTLET_1,PROD_019,Home,State_A,DEPT_01,154.5,34
2025-03-27,OUTLET_2,PROD_000,Electronics,State_B,DEPT_01,50.0,11
2025-03-27,OUTLET_2,PROD_001,Home,State_B,DEPT_01,55.5,22
2025-03-27,OUTLET_2,PROD_002,Clothing,State_B,DEPT_01,61.0,25
2025-03-27,OUTLET_2,PROD_003,Electronics,State_B,DEPT_01,66.5,30
2025-03-27,OUTLET_2,PROD_004,Home,State_B,DEPT_01,72.0,28
2025-03-27,OUTLET_2,PROD_005,Clothing,State_B,DEPT_01,77.5,14
2025-03-27,OUTLET_2,PROD_006,Electronics,State_B,DEPT_01,83.0,23
2025-03-27,OUTLET_2,PROD_007,Home,State_B,DEPT_01,88.5,31
2025-03-27,OUTLET_2,PROD_008,Clothing,State_B,DEPT_01,94.0,33
2025-03-27,OUTLET_2,PROD_009,Electronics,State_B,DEPT_01,99.5,37
2025-03-27,OUTLET_2,PROD_010,Home,State_B,DEPT_01,105.0,13
2025-03-27,OUTLET_2,PROD_011,Clothing,State_B,DEPT_01,110.5,18
2025-03-27,OUTLET_2,PROD_012,Electronics,State_B,DEPT_01,116.0,22
2025-03-27,OUTLET_2,PROD_013,Home,State_B,DEPT_01,121.5,28
2025-03-27,OUTLET_2,PROD_014,Clothing,State_B,DEPT_01,127.0,33
2025-03-27,OUTLET_2,PROD_015,Electronics,State_B,DEPT_01,132.5,16
2025-03-27,OUTLET_2,PROD_016,Home,State_B,DEPT_01,138.0,15
2025-03-27,OUTLET_2,PROD_017,Clothing,State_B,DEPT_01,143.5,23
2025-03-27,OUTLET_2,PROD_018,Electronics,State_B,DEPT_01,149.0,24
2025-03-27,OUTLET_2,PROD_019,Home,State_B,DEPT_01,154.5,37
2025-03-28,OUTLET_1,PROD_000,Electronics,State_A,DEPT_01,50.0,13
2025-03-28,OUTLET_1,PROD_001,Home,State_A,DEPT_01,55.5,25
2025-03-28,OUTLET_1,PROD_002,Clothing,State_A,DEPT_01,61.0,27
2025-03-28,OUTLET_1,PROD_003,Electronics,State_A,DEPT_01,66.5,24
2025-03-28,OUTLET_1,PROD_004,Home,State_A,DEPT_01,72.0,30
2025-03-28,OUTLET_1,PROD_005,Clothing,State_A,DEPT_01,77.5,13
2025-03-28,OUTLET_1,PROD_006,Electronics,State_A,DEPT_01,83.0,26
2025-03-28,OUTLET_1,PROD_007,Home,State_A,DEPT_01,88.5,22
2025-03-28,OUTLET_1,PROD_008,Clothing,State_A,DEPT_01,94.0,30
2025-03-28,OUTLET_1,PROD_009,Electronics,State_A,DEPT_01,99.5,38
2025-03-28,OUTLET_1,PROD_010,Home,State_A,DEPT_01,105.0,18
2025-03-28,OUTLET_1,PROD_011,Clothing,State_A,DEPT_01,110.5,19
2025-03-28,OUTLET_1,PROD_012,Electronics,State_A,DEPT_01,116.0,21
2025-03-28,OUTLET_1,PROD_013,Home,State_A,DEPT_01,121.5,29
2025-03-28,OUTLET_1,PROD_014,Clothing,State_A,DEPT_01,127.0,37
2025-03-28,OUTLET_1,PROD_015,Electronics,State_A,DEPT_01,132.5,16
2025-03-28,OUTLET_1,PROD_016,Home,State_A,DEPT_01,138.0,14
2025-03-28,OUTLET_1,PROD_017,Clothing,State_A,DEPT_01,143.5,20
2025-03-28,OUTLET_1,PROD_018,Electronics,State_A,DEPT_01,149.0,25
2025-03-28,OUTLET_1,PROD_019,Home,State_A,DEPT_01,154.5,38
2025-03-28,OUTLET_2,PROD_000,Electronics,State_B,DEPT_01,50.0,11
2025-03-28,OUTLET_2,PROD_001,Home,State_B,DEPT_01,55.5,15
2025-03-28,OUTLET_2,PROD_002,Clothing,State_B,DEPT_01,61.0,25
2025-03-28,OUTLET_2,PROD_003,Electronics,State_B,DEPT_01,66.5,32
2025-03-28,OUTLET_2,PROD_004,Home,State_B,DEPT_01,72.0,39
2025-03-28,OUTLET_2,PROD_005,Clothing,State_B,DEPT_01,77.5,11
2025-03-28,OUTLET_2,PROD_006,Electronics,State_B,DEPT_01,83.0,26
2025-03-28,OUTLET_2,PROD_007,Home,State_B,DEPT_01,88.5,19
2025-03-28,OUTLET_2,PROD_008,Clothing,State_B,DEPT_01,94.0,28
2025-03-28,OUTLET_2,PROD_009,Electronics,State_B,DEPT_01,99.5,36
2025-03-28,OUTLET_2,PROD_010,Home,State_B,DEPT_01,105.0,11
2025-03-28,OUTLET_2,PROD_011,Clothing,State_B,DEPT_01,110.5,19
2025-03-28,OUTLET_2,PROD_012,Electronics,State_B,DEPT_01,116.0,23
2025-03-28,OUTLET_2,PROD_013,Home,State_B,DEPT_01,121.5,21
2025-03-28,OUTLET_2,PROD_014,Clothing,State_B,DEPT_01,127.0,29
2025-03-28,OUTLET_2,PROD_015,Electronics,State_B,DEPT_01,132.5,14
2025-03-28,OUTLET_2,PROD_016,Home,State_B,DEPT_01,138.0,17
2025-03-28,OUTLET_2,PROD_017,Clothing,State_B,DEPT_01,143.5,22
2025-03-28,OUTLET_2,PROD_018,Electronics,State_B,DEPT_01,149.0,28
2025-03-28,OUTLET_2,PROD_019,Home,State_B,DEPT_01,154.5,38
2025-03-29,OUTLET_1,PROD_000,Electronics,State_A,DEPT_01,50.0,18
2025-03-29,OUTLET_1,PROD_001,Home,State_A,DEPT_01,55.5,12
2025-03-29,OUTLET_1,PROD_002,Clothing,State_A,DEPT_01,61.0,27
2025-03-29,OUTLET_1,PROD_003,Electronics,State_A,DEPT_01,66.5,26
2025-03-29,OUTLET_1,PROD_004,Home,State_A,DEPT_01,72.0,40
2025-03-29,OUTLET_1,PROD_005,Clothing,State_A,DEPT_01,77.5,11
2025-03-29,OUTLET_1,PROD_006,Electronics,State_A,DEPT_01,83.0,21
2025-03-29,OUTLET_1,PROD_007,Home,State_A,DEPT_01,88.5,23
2025-03-29,OUTLET_1,PROD_008,Clothing,State_A,DEPT_01,94.0,31
2025-03-29,OUTLET_1,PROD_009,Electronics,State_A,DEPT_01,99.5,33
2025-03-29,OUTLET_1,PROD_010,Home,State_A,DEPT_01,105.0,11
2025-03-29,OUTLET_1,PROD_011,Clothing,State_A,DEPT_01,110.5,17
2025-03-29,OUTLET_1,PROD_012,Electronics,State_A,DEPT_01,116.0,19
2025-03-29,OUTLET_1,PROD_013,Home,State_A,DEPT_01,121.5,33
2025-03-29,OUTLET_1,PROD_014,Clothing,State_A,DEPT_01,127.0,37
2025-03-29,OUTLET_1,PROD_015,Electronics,State_A,DEPT_01,132.5,15
2025-03-29,OUTLET_1,PROD_016,Home,State_A,DEPT_01,138.0,21
2025-03-29,OUTLET_1,PROD_017,Clothing,State_A,DEPT_01,143.5,22
2025-03-29,OUTLET_1,PROD_018,Electronics,State_A,DEPT_01,149.0,30
2025-03-29,OUTLET_1,PROD_019,Home,State_A,DEPT_01,154.5,33
2025-03-29,OUTLET_2,PROD_000,Electronics,State_B,DEPT_01,50.0,21
2025-03-29,OUTLET_2,PROD_001,Home,State_B,DEPT_01,55.5,21
2025-03-29,OUTLET_2,PROD_002,Clothing,State_B,DEPT_01,61.0,22
2025-03-29,OUTLET_2,PROD_003,Electronics,State_B,DEPT_01,66.5,28
2025-03-29,OUTLET_2,PROD_004,Home,State_B,DEPT_01,72.0,34
2025-03-29,OUTLET_2,PROD_005,Clothing,State_B,DEPT_01,77.5,51
2025-03-29,OUTLET_2,PROD_006,Electronics,State_B,DEPT_01,83.0,16
2025-03-29,OUTLET_2,PROD_007,Home,State_B,DEPT_01,88.5,19
2025-03-29,OUTLET_2,PROD_008,Clothing,State_B,DEPT_01,94.0,31
2025-03-29,OUTLET_2,PROD_009,Electronics,State_B,DEPT_01,99.5,38
2025-03-29,OUTLET_2,PROD_010,Home,State_B,DEPT_01,105.0,14
2025-03-29,OUTLET_2,PROD_011,Clothing,State_B,DEPT_01,110.5,14
2025-03-29,OUTLET_2,PROD_012,Electronics,State_B,DEPT_01,116.0,28
2025-03-29,OUTLET_2,PROD_013,Home,State_B,DEPT_01,121.5,26
2025-03-29,OUTLET_2,PROD_014,Clothing,State_B,DEPT_01,127.0,35
2025-03-29,OUTLET_2,PROD_015,Electronics,State_B,DEPT_01,132.5,17
2025-03-29,OUTLET_2,PROD_016,Home,State_B,DEPT_01,138.0,15
2025-03-29,OUTLET_2,PROD_017,Clothing,State_B,DEPT_01,143.5,27
2025-03-29,OUTLET_2,PROD_018,Electronics,State_B,DEPT_01,149.0,27
2025-03-29,OUTLET_2,PROD_019,Home,State_B,DEPT_01,154.5,81
2025-03-30,OUTLET_1,PROD_000,Electronics,State_A,DEPT_01,50.0,9
2025-03-30,OUTLET_1,PROD_001,Home,State_A,DEPT_01,55.5,22
2025-03-30,OUTLET_1,PROD_002,Clothing,State_A,DEPT_01,61.0,24
2025-03-30,OUTLET_1,PROD_003,Electronics,State_A,DEPT_01,66.5,30
